sale_date,store_id,sku,quantity,unit_price,total_amount
2025-07-16,S008,SKU0043,3,86.13,258.39
2025-07-16,S008,SKU0040,4,66.53,266.12
2025-07-16,S008,SKU0043,5,95.16,475.79999999999995
2025-07-16,S009,SKU0034,7,38.62,270.34
2025-07-16,S009,SKU0011,2,7.52,15.04
2025-07-16,S009,SKU0004,6,62.8,376.79999999999995
2025-07-16,S009,SKU0043,6,8.26,49.56
2025-07-16,S009,SKU0028,7,37.32,261.24
2025-07-16,S009,SKU0003,6,6.32,37.92
2025-07-16,S010,SKU0001,6,23.34,140.04
2025-07-16,S010,SKU0048,5,13.11,65.55
2025-07-16,S010,SKU0010,4,81.39,325.56
2025-07-16,S010,SKU0007,3,98.62,295.86
2025-07-16,S010,SKU0020,3,17.7,53.099999999999994
2025-07-16,S010,SKU0005,1,40.63,40.63
2025-07-16,S010,SKU0027,2,66.59,133.18
2025-07-16,S010,SKU0021,5,45.69,228.45
2025-07-16,S010,SKU0024,1,100.23,100.23
2025-07-16,S010,SKU0046,7,114.57,801.99
2025-07-16,S010,SKU0036,6,45.76,274.56
2025-07-16,S010,SKU0042,2,113.23,226.46
2025-07-16,S010,SKU0033,1,16.8,16.8
2025-07-17,S001,SKU0006,3,100.32,300.96
2025-07-17,S001,SKU0039,6,64.98,389.88
2025-07-17,S001,SKU0005,2,106.7,213.4
2025-07-17,S001,SKU0012,7,58.11,406.77
2025-07-17,S001,SKU0030,1,6.52,6.52
2025-07-17,S001,SKU0009,5,57.81,289.05
2025-07-17,S001,SKU0023,5,88.02,440.09999999999997
2025-07-17,S001,SKU0047,7,54.4,380.8
2025-07-17,S001,SKU0040,5,87.66,438.29999999999995
2025-07-17,S001,SKU0006,4,64.22,256.88
2025-07-17,S001,SKU0022,6,14.61,87.66
2025-07-17,S001,SKU0017,6,24.06,144.35999999999999
2025-07-17,S001,SKU0042,3,32.78,98.34
2025-07-17,S002,SKU0047,4,71.95,287.8
2025-07-17,S002,SKU0034,1,29.37,29.37
2025-07-17,S002,SKU0011,6,24.2,145.2
2025-07-17,S002,SKU0047,6,35.77,214.62
2025-07-17,S002,SKU0015,6,115.38,692.28
2025-07-17,S002,SKU0008,3,69.04,207.12
2025-07-17,S002,SKU0047,1,54.33,54.33
2025-07-17,S002,SKU0019,3,85.09,255.27
2025-07-17,S002,SKU0047,2,24.74,49.48
2025-07-17,S002,SKU0050,2,52.38,104.76
2025-07-17,S002,SKU0001,2,7.55,15.1
2025-07-17,S002,SKU0047,5,85.11,425.55
2025-07-17,S002,SKU0029,7,21.43,150.01
2025-07-17,S002,SKU0026,1,28.72,28.72
2025-07-17,S003,SKU0026,1,83.07,83.07
2025-07-17,S003,SKU0049,7,53.22,372.53999999999996
2025-07-17,S003,SKU0049,6,96.17,577.02
2025-07-17,S003,SKU0025,3,59.54,178.62
2025-07-17,S003,SKU0015,5,77.27,386.34999999999997
2025-07-17,S003,SKU0032,2,34.13,68.26
2025-07-17,S003,SKU0025,6,88.2,529.2
2025-07-17,S003,SKU0001,5,99.46,497.29999999999995
2025-07-17,S003,SKU0016,1,60.79,60.79
2025-07-17,S004,SKU0041,7,56.9,398.3
2025-07-17,S004,SKU0019,3,103.32,309.96
2025-07-17,S004,SKU0045,7,58.63,410.41
2025-07-17,S004,SKU0046,6,79.49,476.93999999999994
2025-07-17,S004,SKU0018,3,37.3,111.89999999999999
2025-07-17,S004,SKU0002,6,60.11,360.65999999999997
2025-07-17,S004,SKU0047,1,90.45,90.45
2025-07-17,S005,SKU0049,5,56.81,284.05
2025-07-17,S005,SKU0013,5,118.76,593.8000000000001
2025-07-17,S005,SKU0020,5,69.29,346.45000000000005
2025-07-17,S005,SKU0029,3,30.31,90.92999999999999
2025-07-17,S005,SKU0014,3,86.26,258.78000000000003
2025-07-17,S005,SKU0004,3,47.49,142.47
2025-07-17,S005,SKU0011,2,45.24,90.48
2025-07-17,S005,SKU0032,3,48.61,145.82999999999998
2025-07-17,S006,SKU0049,1,5.61,5.61
2025-07-17,S006,SKU0034,5,16.92,84.60000000000001
2025-07-17,S006,SKU0048,1,71.82,71.82
2025-07-17,S006,SKU0009,2,68.02,136.04
2025-07-17,S006,SKU0048,5,45.27,226.35000000000002
2025-07-17,S006,SKU0032,2,92.23,184.46
2025-07-17,S007,SKU0037,3,76.35,229.04999999999998
2025-07-17,S007,SKU0029,3,24.54,73.62
2025-07-17,S007,SKU0009,7,107.4,751.8000000000001
2025-07-17,S007,SKU0029,2,109.45,218.9
2025-07-17,S007,SKU0023,7,73.67,515.69
2025-07-17,S007,SKU0026,4,103.05,412.2
2025-07-17,S007,SKU0022,6,22.99,137.94
2025-07-17,S008,SKU0013,3,36.16,108.47999999999999
2025-07-17,S008,SKU0008,3,26.32,78.96000000000001
2025-07-17,S008,SKU0045,3,104.07,312.21
2025-07-17,S008,SKU0030,4,88.3,353.2
2025-07-17,S008,SKU0011,7,69.16,484.12
2025-07-17,S008,SKU0026,2,20.37,40.74
2025-07-17,S008,SKU0026,7,80.84,565.88
2025-07-17,S008,SKU0032,1,36.27,36.27
2025-07-17,S008,SKU0038,1,35.37,35.37
2025-07-17,S008,SKU0038,3,78.18,234.54000000000002
2025-07-17,S008,SKU0001,6,35.99,215.94
2025-07-17,S008,SKU0028,5,84.88,424.4
2025-07-17,S008,SKU0013,3,73.46,220.38
2025-07-17,S008,SKU0022,2,81.13,162.26
2025-07-17,S009,SKU0032,7,118.08,826.56
2025-07-17,S009,SKU0024,4,93.97,375.88
2025-07-17,S009,SKU0020,4,22.32,89.28
2025-07-17,S009,SKU0008,1,58.36,58.36
2025-07-17,S009,SKU0022,6,52.75,316.5
2025-07-17,S009,SKU0032,3,99.8,299.4
2025-07-17,S009,SKU0046,2,95.13,190.26
2025-07-17,S009,SKU0025,6,107.13,642.78
2025-07-17,S010,SKU0029,7,119.56,836.9200000000001
2025-07-17,S010,SKU0038,2,102.16,204.32
2025-07-17,S010,SKU0011,1,71.32,71.32
2025-07-17,S010,SKU0038,3,119.87,359.61
2025-07-17,S010,SKU0043,5,91.04,455.20000000000005
2025-07-17,S010,SKU0032,5,103.67,518.35
2025-07-17,S010,SKU0045,3,32.77,98.31
2025-07-17,S010,SKU0015,5,41.58,207.89999999999998
2025-07-17,S010,SKU0035,4,107.55,430.2
2025-07-17,S010,SKU0021,3,51.69,155.07
2025-07-17,S010,SKU0030,7,14.23,99.61
2025-07-17,S010,SKU0035,6,6.65,39.900000000000006
2025-07-18,S001,SKU0050,1,92.66,92.66
2025-07-18,S001,SKU0032,7,101.27,708.89
2025-07-18,S001,SKU0043,2,69.79,139.58
2025-07-18,S001,SKU0016,5,104.41,522.05
2025-07-18,S001,SKU0010,3,71.81,215.43
2025-07-18,S001,SKU0029,7,89.3,625.1
2025-07-18,S001,SKU0002,2,20.92,41.84
2025-07-18,S001,SKU0025,4,70.49,281.96
2025-07-18,S001,SKU0023,3,111.85,335.54999999999995
2025-07-18,S001,SKU0028,5,77.8,389.0
2025-07-18,S001,SKU0005,3,55.95,167.85000000000002
2025-07-18,S001,SKU0050,4,104.02,416.08
2025-07-18,S002,SKU0020,6,73.21,439.26
2025-07-18,S002,SKU0011,3,100.78,302.34000000000003
2025-07-18,S002,SKU0027,7,104.32,730.24
2025-07-18,S002,SKU0023,3,24.25,72.75
2025-07-18,S002,SKU0005,7,84.45,591.15
2025-07-18,S002,SKU0025,1,13.03,13.03
2025-07-18,S002,SKU0022,3,91.0,273.0
2025-07-18,S002,SKU0007,4,52.59,210.36
2025-07-18,S002,SKU0040,4,9.87,39.48
2025-07-18,S002,SKU0050,7,57.08,399.56
2025-07-18,S002,SKU0046,6,11.97,71.82000000000001
2025-07-18,S002,SKU0050,1,75.12,75.12
2025-07-18,S002,SKU0043,7,101.39,709.73
2025-07-18,S002,SKU0020,6,109.67,658.02
2025-07-18,S003,SKU0026,6,106.39,638.34
2025-07-18,S003,SKU0002,5,100.89,504.45
2025-07-18,S003,SKU0002,4,14.03,56.12
2025-07-18,S003,SKU0011,4,45.82,183.28
2025-07-18,S003,SKU0022,4,8.65,34.6
2025-07-18,S003,SKU0040,2,14.73,29.46
2025-07-18,S003,SKU0020,4,33.32,133.28
2025-07-18,S003,SKU0046,6,73.63,441.78
2025-07-18,S003,SKU0016,5,117.26,586.3000000000001
2025-07-18,S003,SKU0048,3,89.8,269.4
2025-07-18,S003,SKU0024,7,19.4,135.79999999999998
2025-07-18,S003,SKU0020,5,108.2,541.0
2025-07-18,S004,SKU0008,7,102.45,717.15
2025-07-18,S004,SKU0030,6,43.56,261.36
2025-07-18,S004,SKU0039,5,117.16,585.8
2025-07-18,S004,SKU0049,1,103.04,103.04
2025-07-18,S004,SKU0030,5,14.79,73.94999999999999
2025-07-18,S004,SKU0011,2,13.17,26.34
2025-07-18,S004,SKU0044,2,31.38,62.76
2025-07-18,S004,SKU0020,2,35.88,71.76
2025-07-18,S004,SKU0010,4,55.42,221.68
2025-07-18,S004,SKU0020,3,118.31,354.93
2025-07-18,S004,SKU0040,4,37.01,148.04
2025-07-18,S005,SKU0011,6,77.52,465.12
2025-07-18,S005,SKU0029,6,7.36,44.160000000000004
2025-07-18,S005,SKU0010,7,47.04,329.28
2025-07-18,S005,SKU0036,5,39.79,198.95
2025-07-18,S005,SKU0036,5,24.56,122.8
2025-07-18,S005,SKU0004,7,94.33,660.31
2025-07-18,S005,SKU0038,7,118.47,829.29
2025-07-18,S005,SKU0023,6,60.72,364.32
2025-07-18,S005,SKU0011,4,75.98,303.92
2025-07-18,S005,SKU0005,6,94.76,568.5600000000001
2025-07-18,S005,SKU0046,3,5.36,16.080000000000002
2025-07-18,S005,SKU0023,1,55.8,55.8
2025-07-18,S006,SKU0042,5,53.14,265.7
2025-07-18,S006,SKU0009,6,88.38,530.28
2025-07-18,S006,SKU0048,2,81.73,163.46
2025-07-18,S006,SKU0040,1,104.15,104.15
2025-07-18,S006,SKU0015,7,66.87,468.09000000000003
2025-07-18,S006,SKU0039,5,118.79,593.95
2025-07-18,S006,SKU0009,4,6.82,27.28
2025-07-18,S006,SKU0021,2,59.15,118.3
2025-07-18,S006,SKU0009,7,69.35,485.44999999999993
2025-07-18,S006,SKU0038,3,80.68,242.04000000000002
2025-07-18,S006,SKU0035,2,19.17,38.34
2025-07-18,S006,SKU0039,4,52.86,211.44
2025-07-18,S006,SKU0032,6,108.88,653.28
2025-07-18,S006,SKU0045,1,99.05,99.05
2025-07-18,S007,SKU0019,5,71.62,358.1
2025-07-18,S007,SKU0026,6,79.15,474.90000000000003
2025-07-18,S007,SKU0004,4,68.56,274.24
2025-07-18,S007,SKU0025,5,81.09,405.45000000000005
2025-07-18,S007,SKU0038,7,70.65,494.55000000000007
2025-07-18,S007,SKU0028,5,37.04,185.2
2025-07-18,S007,SKU0028,3,26.03,78.09
2025-07-18,S007,SKU0034,6,74.44,446.64
2025-07-18,S007,SKU0038,7,70.69,494.83
2025-07-18,S007,SKU0006,6,34.07,204.42000000000002
2025-07-18,S008,SKU0003,3,43.81,131.43
2025-07-18,S008,SKU0031,5,96.53,482.65
2025-07-18,S008,SKU0025,7,30.36,212.51999999999998
2025-07-18,S008,SKU0021,2,65.02,130.04
2025-07-18,S008,SKU0022,4,5.08,20.32
2025-07-18,S008,SKU0042,2,11.15,22.3
2025-07-18,S008,SKU0013,1,22.49,22.49
2025-07-18,S008,SKU0033,1,45.39,45.39
2025-07-18,S008,SKU0017,2,32.26,64.52
2025-07-18,S008,SKU0027,5,113.64,568.2
2025-07-18,S008,SKU0008,3,32.39,97.17
2025-07-18,S008,SKU0013,7,5.74,40.18
2025-07-18,S008,SKU0028,1,85.79,85.79
2025-07-18,S008,SKU0002,6,54.45,326.70000000000005
2025-07-18,S009,SKU0030,7,112.54,787.7800000000001
2025-07-18,S009,SKU0050,5,86.43,432.15000000000003
2025-07-18,S009,SKU0018,5,82.56,412.8
2025-07-18,S009,SKU0030,5,10.23,51.150000000000006
2025-07-18,S009,SKU0017,3,75.74,227.21999999999997
2025-07-18,S010,SKU0010,4,62.65,250.6
2025-07-18,S010,SKU0023,4,37.02,148.08
2025-07-18,S010,SKU0009,6,119.59,717.54
2025-07-18,S010,SKU0044,3,91.68,275.04
2025-07-18,S010,SKU0016,1,43.64,43.64
2025-07-18,S010,SKU0012,1,93.94,93.94
2025-07-18,S010,SKU0008,3,24.95,74.85
2025-07-18,S010,SKU0001,3,97.17,291.51
2025-07-18,S010,SKU0011,7,19.43,136.01
2025-07-18,S010,SKU0017,1,32.25,32.25
2025-07-18,S010,SKU0029,5,70.06,350.3
2025-07-18,S010,SKU0023,6,47.08,282.48
2025-07-18,S010,SKU0038,5,91.18,455.90000000000003
2025-07-19,S001,SKU0008,1,37.52,37.52
2025-07-19,S001,SKU0011,1,43.2,43.2
2025-07-19,S001,SKU0002,7,9.77,68.39
2025-07-19,S001,SKU0039,4,73.69,294.76
2025-07-19,S001,SKU0006,3,27.12,81.36
2025-07-19,S001,SKU0028,2,76.26,152.52
2025-07-19,S001,SKU0037,3,63.23,189.69
2025-07-19,S002,SKU0026,1,37.39,37.39
2025-07-19,S002,SKU0013,4,82.98,331.92
2025-07-19,S002,SKU0017,1,44.89,44.89
2025-07-19,S002,SKU0046,3,40.87,122.60999999999999
2025-07-19,S002,SKU0035,6,14.08,84.48
2025-07-19,S002,SKU0028,1,15.23,15.23
2025-07-19,S002,SKU0048,1,112.58,112.58
2025-07-19,S002,SKU0008,2,111.79,223.58
2025-07-19,S002,SKU0044,3,15.62,46.86
2025-07-19,S002,SKU0016,4,36.39,145.56
2025-07-19,S003,SKU0014,5,56.37,281.84999999999997
2025-07-19,S003,SKU0034,3,33.37,100.10999999999999
2025-07-19,S003,SKU0042,1,91.39,91.39
2025-07-19,S003,SKU0040,2,25.38,50.76
2025-07-19,S003,SKU0024,5,18.2,91.0
2025-07-19,S003,SKU0027,1,5.79,5.79
2025-07-19,S003,SKU0012,1,81.31,81.31
2025-07-19,S003,SKU0026,7,51.28,358.96000000000004
2025-07-19,S003,SKU0031,2,107.99,215.98
2025-07-19,S003,SKU0023,4,41.1,164.4
2025-07-19,S003,SKU0048,1,55.61,55.61
2025-07-19,S004,SKU0030,3,44.34,133.02
2025-07-19,S004,SKU0025,4,100.56,402.24
2025-07-19,S004,SKU0022,5,89.52,447.59999999999997
2025-07-19,S004,SKU0033,4,38.11,152.44
2025-07-19,S004,SKU0015,2,39.49,78.98
2025-07-19,S004,SKU0015,6,77.71,466.26
2025-07-19,S005,SKU0005,6,108.78,652.6800000000001
2025-07-19,S005,SKU0048,4,89.3,357.2
2025-07-19,S005,SKU0004,3,112.13,336.39
2025-07-19,S005,SKU0028,3,70.16,210.48
2025-07-19,S005,SKU0023,3,52.25,156.75
2025-07-19,S005,SKU0010,1,113.41,113.41
2025-07-19,S005,SKU0008,7,34.2,239.40000000000003
2025-07-19,S005,SKU0005,2,71.34,142.68
2025-07-19,S005,SKU0037,3,117.77,353.31
2025-07-19,S005,SKU0029,5,12.73,63.650000000000006
2025-07-19,S005,SKU0048,2,89.97,179.94
2025-07-19,S005,SKU0030,3,66.21,198.63
2025-07-19,S006,SKU0026,5,70.32,351.59999999999997
2025-07-19,S006,SKU0028,2,96.26,192.52
2025-07-19,S006,SKU0039,7,94.94,664.5799999999999
2025-07-19,S006,SKU0047,2,10.79,21.58
2025-07-19,S006,SKU0025,4,65.21,260.84
2025-07-19,S006,SKU0022,5,75.61,378.05
2025-07-19,S006,SKU0001,1,71.43,71.43
2025-07-19,S006,SKU0042,5,90.7,453.5
2025-07-19,S006,SKU0022,6,108.03,648.1800000000001
2025-07-19,S006,SKU0016,6,97.66,585.96
2025-07-19,S006,SKU0017,6,29.04,174.24
2025-07-19,S007,SKU0038,1,46.21,46.21
2025-07-19,S007,SKU0045,6,70.05,420.29999999999995
2025-07-19,S007,SKU0014,7,21.05,147.35
2025-07-19,S007,SKU0015,6,92.62,555.72
2025-07-19,S007,SKU0013,1,36.71,36.71
2025-07-19,S008,SKU0035,4,18.64,74.56
2025-07-19,S008,SKU0022,2,83.64,167.28
2025-07-19,S008,SKU0025,2,8.76,17.52
2025-07-19,S008,SKU0005,2,51.89,103.78
2025-07-19,S008,SKU0006,3,80.49,241.46999999999997
2025-07-19,S008,SKU0018,4,69.65,278.6
2025-07-19,S008,SKU0014,6,12.87,77.22
2025-07-19,S008,SKU0044,7,63.91,447.37
2025-07-19,S008,SKU0043,7,81.1,567.6999999999999
2025-07-19,S008,SKU0017,3,45.79,137.37
2025-07-19,S008,SKU0036,3,51.37,154.10999999999999
2025-07-19,S008,SKU0048,4,98.69,394.76
2025-07-19,S009,SKU0007,3,115.66,346.98
2025-07-19,S009,SKU0035,4,52.51,210.04
2025-07-19,S009,SKU0014,5,13.06,65.3
2025-07-19,S009,SKU0047,6,25.9,155.39999999999998
2025-07-19,S009,SKU0016,4,109.33,437.32
2025-07-19,S010,SKU0045,2,24.34,48.68
2025-07-19,S010,SKU0045,2,69.06,138.12
2025-07-19,S010,SKU0008,7,89.12,623.84
2025-07-19,S010,SKU0009,7,30.35,212.45000000000002
2025-07-19,S010,SKU0008,7,112.44,787.0799999999999
2025-07-19,S010,SKU0039,2,41.41,82.82
2025-07-19,S010,SKU0016,3,15.51,46.53
2025-07-19,S010,SKU0038,2,9.95,19.9
2025-07-20,S001,SKU0029,7,89.12,623.84
2025-07-20,S001,SKU0043,6,21.84,131.04
2025-07-20,S001,SKU0005,6,67.13,402.78
2025-07-20,S001,SKU0046,4,48.59,194.36
2025-07-20,S001,SKU0023,6,33.88,203.28000000000003
2025-07-20,S001,SKU0018,7,60.66,424.62
2025-07-20,S001,SKU0032,1,40.47,40.47
2025-07-20,S001,SKU0020,6,42.4,254.39999999999998
2025-07-20,S001,SKU0003,2,5.73,11.46
2025-07-20,S002,SKU0032,4,42.3,169.2
2025-07-20,S002,SKU0017,1,29.25,29.25
2025-07-20,S002,SKU0032,6,99.35,596.0999999999999
2025-07-20,S002,SKU0035,6,20.23,121.38
2025-07-20,S002,SKU0022,7,35.58,249.06
2025-07-20,S003,SKU0003,1,74.41,74.41
2025-07-20,S003,SKU0023,6,84.13,504.78
2025-07-20,S003,SKU0049,3,112.93,338.79
2025-07-20,S003,SKU0023,2,76.62,153.24
2025-07-20,S003,SKU0047,5,40.33,201.64999999999998
2025-07-20,S003,SKU0023,6,94.27,565.62
2025-07-20,S003,SKU0034,5,70.02,350.09999999999997
2025-07-20,S003,SKU0047,1,96.68,96.68
2025-07-20,S003,SKU0042,1,84.4,84.4
2025-07-20,S003,SKU0030,7,97.57,682.99
2025-07-20,S003,SKU0025,6,23.36,140.16
2025-07-20,S003,SKU0048,2,13.83,27.66
2025-07-20,S003,SKU0011,3,100.47,301.40999999999997
2025-07-20,S003,SKU0022,5,40.03,200.15
2025-07-20,S004,SKU0002,4,9.13,36.52
2025-07-20,S004,SKU0018,6,29.58,177.48
2025-07-20,S004,SKU0016,1,6.11,6.11
2025-07-20,S004,SKU0035,5,89.08,445.4
2025-07-20,S004,SKU0016,6,94.89,569.34
2025-07-20,S005,SKU0012,4,50.73,202.92
2025-07-20,S005,SKU0039,6,67.58,405.48
2025-07-20,S005,SKU0027,3,70.1,210.29999999999998
2025-07-20,S005,SKU0008,7,20.18,141.26
2025-07-20,S005,SKU0046,7,10.82,75.74000000000001
2025-07-20,S005,SKU0012,5,100.72,503.6
2025-07-20,S005,SKU0017,7,30.8,215.6
2025-07-20,S005,SKU0036,5,15.07,75.35
2025-07-20,S005,SKU0026,4,56.76,227.04
2025-07-20,S005,SKU0029,7,105.13,735.91
2025-07-20,S005,SKU0030,7,29.28,204.96
2025-07-20,S005,SKU0010,7,10.9,76.3
2025-07-20,S005,SKU0037,5,43.46,217.3
2025-07-20,S005,SKU0036,7,65.94,461.58
2025-07-20,S006,SKU0013,2,28.99,57.98
2025-07-20,S006,SKU0037,3,109.74,329.21999999999997
2025-07-20,S006,SKU0029,4,89.4,357.6
2025-07-20,S006,SKU0036,2,51.97,103.94
2025-07-20,S006,SKU0016,2,11.52,23.04
2025-07-20,S006,SKU0036,6,50.07,300.42
2025-07-20,S006,SKU0023,2,27.25,54.5
2025-07-20,S007,SKU0029,4,106.9,427.6
2025-07-20,S007,SKU0047,4,19.04,76.16
2025-07-20,S007,SKU0019,6,32.66,195.95999999999998
2025-07-20,S007,SKU0047,7,100.0,700.0
2025-07-20,S007,SKU0009,4,17.14,68.56
2025-07-20,S007,SKU0005,4,80.48,321.92
2025-07-20,S007,SKU0011,5,14.43,72.15
2025-07-20,S007,SKU0004,5,118.82,594.0999999999999
2025-07-20,S007,SKU0013,2,56.12,112.24
2025-07-20,S007,SKU0031,7,18.49,129.42999999999998
2025-07-20,S008,SKU0030,7,80.83,565.81
2025-07-20,S008,SKU0021,5,78.36,391.8
2025-07-20,S008,SKU0031,5,93.32,466.59999999999997
2025-07-20,S008,SKU0010,2,76.16,152.32
2025-07-20,S008,SKU0024,1,62.58,62.58
2025-07-20,S008,SKU0016,6,7.71,46.26
2025-07-20,S008,SKU0031,3,37.08,111.24
2025-07-20,S008,SKU0011,7,16.45,115.14999999999999
2025-07-20,S008,SKU0007,2,65.21,130.42
2025-07-20,S008,SKU0012,7,59.16,414.12
2025-07-20,S008,SKU0011,4,27.43,109.72
2025-07-20,S008,SKU0047,4,94.81,379.24
2025-07-20,S008,SKU0007,2,74.28,148.56
2025-07-20,S008,SKU0004,4,12.02,48.08
2025-07-20,S009,SKU0050,3,115.84,347.52
2025-07-20,S009,SKU0003,4,22.45,89.8
2025-07-20,S009,SKU0027,1,113.55,113.55
2025-07-20,S009,SKU0049,2,71.17,142.34
2025-07-20,S009,SKU0030,4,36.73,146.92
2025-07-20,S009,SKU0025,5,58.37,291.84999999999997
2025-07-20,S009,SKU0042,1,76.91,76.91
2025-07-20,S009,SKU0041,6,30.15,180.89999999999998
2025-07-20,S009,SKU0037,6,20.06,120.35999999999999
2025-07-20,S009,SKU0022,1,102.69,102.69
2025-07-20,S009,SKU0043,3,89.43,268.29
2025-07-20,S009,SKU0034,2,73.33,146.66
2025-07-20,S010,SKU0009,4,8.2,32.8
2025-07-20,S010,SKU0010,1,34.74,34.74
2025-07-20,S010,SKU0020,7,77.61,543.27
2025-07-20,S010,SKU0001,3,68.04,204.12
2025-07-20,S010,SKU0024,6,39.03,234.18
2025-07-20,S010,SKU0031,1,116.01,116.01
2025-07-20,S010,SKU0029,7,107.39,751.73
2025-07-20,S010,SKU0028,4,69.85,279.4
2025-07-20,S010,SKU0024,5,12.98,64.9
2025-07-20,S010,SKU0014,5,74.1,370.5
2025-07-20,S010,SKU0014,2,110.49,220.98
2025-07-20,S010,SKU0012,6,21.48,128.88
2025-07-21,S001,SKU0045,4,88.59,354.36
2025-07-21,S001,SKU0016,5,108.53,542.65
2025-07-21,S001,SKU0025,1,101.32,101.32
2025-07-21,S001,SKU0020,2,71.84,143.68
2025-07-21,S001,SKU0023,5,36.27,181.35000000000002
2025-07-21,S001,SKU0005,4,42.47,169.88
2025-07-21,S001,SKU0014,7,6.87,48.09
2025-07-21,S001,SKU0006,4,42.21,168.84
2025-07-21,S002,SKU0014,5,44.41,222.04999999999998
2025-07-21,S002,SKU0032,7,15.86,111.02
2025-07-21,S002,SKU0041,6,110.62,663.72
2025-07-21,S002,SKU0034,5,16.89,84.45
2025-07-21,S002,SKU0023,3,39.36,118.08
2025-07-21,S002,SKU0043,1,6.57,6.57
2025-07-21,S002,SKU0035,1,68.75,68.75
2025-07-21,S002,SKU0046,6,15.59,93.53999999999999
2025-07-21,S002,SKU0032,5,115.13,575.65
2025-07-21,S002,SKU0035,5,64.16,320.79999999999995
2025-07-21,S002,SKU0006,7,68.12,476.84000000000003
2025-07-21,S003,SKU0002,5,118.72,593.6
2025-07-21,S003,SKU0027,1,49.84,49.84
2025-07-21,S003,SKU0001,4,20.87,83.48
2025-07-21,S003,SKU0032,3,100.42,301.26
2025-07-21,S003,SKU0024,3,66.17,198.51
2025-07-21,S003,SKU0026,3,107.5,322.5
2025-07-21,S003,SKU0003,1,41.8,41.8
2025-07-21,S003,SKU0047,1,51.31,51.31
2025-07-21,S003,SKU0029,4,83.45,333.8
2025-07-21,S003,SKU0029,3,46.94,140.82
2025-07-21,S004,SKU0005,3,18.75,56.25
2025-07-21,S004,SKU0020,5,34.53,172.65
2025-07-21,S004,SKU0039,4,53.98,215.92
2025-07-21,S004,SKU0019,6,15.64,93.84
2025-07-21,S004,SKU0043,5,82.48,412.40000000000003
2025-07-21,S004,SKU0022,4,55.95,223.8
2025-07-21,S004,SKU0045,6,31.74,190.44
2025-07-21,S005,SKU0008,2,65.21,130.42
2025-07-21,S005,SKU0026,7,72.34,506.38
2025-07-21,S005,SKU0028,1,14.89,14.89
2025-07-21,S005,SKU0019,7,117.18,820.26
2025-07-21,S005,SKU0015,7,12.67,88.69
2025-07-21,S005,SKU0011,2,39.0,78.0
2025-07-21,S005,SKU0011,6,65.17,391.02
2025-07-21,S005,SKU0019,6,34.02,204.12
2025-07-21,S005,SKU0038,1,75.57,75.57
2025-07-21,S005,SKU0001,3,98.14,294.42
2025-07-21,S005,SKU0047,7,78.71,550.9699999999999
2025-07-21,S005,SKU0004,1,85.55,85.55
2025-07-21,S006,SKU0046,4,46.24,184.96
2025-07-21,S006,SKU0037,6,89.22,535.3199999999999
2025-07-21,S006,SKU0016,1,117.15,117.15
2025-07-21,S006,SKU0004,3,112.02,336.06
2025-07-21,S006,SKU0007,6,40.33,241.98
2025-07-21,S006,SKU0028,6,68.3,409.79999999999995
2025-07-21,S006,SKU0045,7,41.57,290.99
2025-07-21,S006,SKU0043,7,44.75,313.25
2025-07-21,S006,SKU0025,6,58.67,352.02
2025-07-21,S006,SKU0033,4,24.1,96.4
2025-07-21,S007,SKU0030,4,119.74,478.96
2025-07-21,S007,SKU0016,6,45.79,274.74
2025-07-21,S007,SKU0029,5,18.24,91.19999999999999
2025-07-21,S007,SKU0025,3,5.02,15.059999999999999
2025-07-21,S007,SKU0047,5,55.83,279.15
2025-07-21,S007,SKU0038,7,52.72,369.03999999999996
2025-07-21,S007,SKU0007,6,20.57,123.42
2025-07-21,S008,SKU0041,2,59.9,119.8
2025-07-21,S008,SKU0007,5,17.79,88.94999999999999
2025-07-21,S008,SKU0027,4,39.2,156.8
2025-07-21,S008,SKU0044,5,82.7,413.5
2025-07-21,S008,SKU0004,1,76.3,76.3
2025-07-21,S009,SKU0026,4,68.52,274.08
2025-07-21,S009,SKU0030,2,105.27,210.54
2025-07-21,S009,SKU0035,5,34.24,171.20000000000002
2025-07-21,S009,SKU0036,2,65.95,131.9
2025-07-21,S009,SKU0043,3,73.17,219.51
2025-07-21,S009,SKU0018,4,39.08,156.32
2025-07-21,S009,SKU0016,3,22.42,67.26
2025-07-21,S009,SKU0031,4,75.66,302.64
2025-07-21,S009,SKU0039,6,91.84,551.04
2025-07-21,S009,SKU0039,1,100.27,100.27
2025-07-21,S010,SKU0011,2,77.46,154.92
2025-07-21,S010,SKU0030,4,95.1,380.4
2025-07-21,S010,SKU0007,5,19.3,96.5
2025-07-21,S010,SKU0026,7,42.45,297.15000000000003
2025-07-21,S010,SKU0006,6,74.38,446.28
2025-07-21,S010,SKU0024,6,58.99,353.94
2025-07-21,S010,SKU0018,7,119.5,836.5
2025-07-21,S010,SKU0030,1,107.93,107.93
2025-07-21,S010,SKU0010,5,95.38,476.9
2025-07-21,S010,SKU0030,3,44.31,132.93
2025-07-22,S001,SKU0021,4,98.65,394.6
2025-07-22,S001,SKU0033,3,20.2,60.599999999999994
2025-07-22,S001,SKU0015,2,79.06,158.12
2025-07-22,S001,SKU0044,6,19.62,117.72
2025-07-22,S001,SKU0007,3,57.82,173.46
